Date,Open,High,Low,Close,Volume,rsi7_1,stoch_1,rsi7_1_rsi,stoch_1_rsi,range,body,abs_body,upper_wick,lower_wick,body_pct,upper_wick_pct,lower_wick_pct,close_location_value,open_location_value,gap_up,gap_down,direction,bullish_close,bearish_close,ret_1,logret_1,ret_3,ret_5,velocity_1,velocity_3,acceleration_1,deceleration_1,body_velocity,body_acceleration,true_range,atr,atr_pct,hl_vol_proxy,ret_std,atr_vs_mean,range_vs_mean,vol_expand,vol_compress,narrow_range,wide_range,atr_change,vol_of_vol,rsi,adx,plus_di,minus_di,stoch_k,stoch_d,ema_fast,ema_slow,zlema_fast,zlema_slow,ema_spread,zlema_spread,ema_slope,zlema_slope,trend_strength,zero_lag_bias,linreg_slope,linreg_intercept,linreg_resid_std,reg_mid,reg_upper,reg_lower,reg_zscore,dominant_cycle_period,cycle_strength,cycle_phase_proxy,accumulation_proxy,distribution_proxy,auction_balance_proxy,auction_imbalance_proxy,doji,marubozu,inside_bar,outside_bar,bullish_engulfing,bearish_engulfing,hammer,shooting_star,pinbar_bull,pinbar_bear,fakey_up,fakey_down,bull_divergence_proxy,bear_divergence_proxy,momentum_divergence_score,sign_entropy,sign_persistence,ret_autocorr_1,hurst_proxy,bias_score,prob_up_next,prob_down_next,next_candle_bias,confidence_score,momentum_condition,volatility_condition,statistical_directional_bias,regime_trending,regime_mean_reverting,target_up_1atr,target_down_1atr
2026/03/16 07:35:00,6723.0,6725.5,6722.75,6723.75,239,55.02272506701617,0.39550405740808314,46.6509068489297,0.3997285819140924,2.75,0.75,0.75,1.75,0.25,0.27272727272717356,0.636363636363405,0.09090909090905785,0.3636363636362314,0.09090909090905785,0,0,1.0,1,0,0.00011155734047307853,0.00011155111841571162,-0.00018587360594790603,-0.0007430800668771775,0.75,-1.25,1.0,-1.0,0.75,-1.0,2.75,3.071668924913773,0.00045683865773025063,0.0002456146093508163,0.0004439883445914296,0.5728087315371461,0.6235827664397678,0,1,1,0,-0.007991106465831455,0.04856518077169908,53.77950750973686,44.072120076688904,26.549933759184857,14.517064927222508,55.17241379309964,52.29885057470903,56.937473288673075,57.44978409138989,52.47423676306117,60.56467255040664,-0.5123108027168115,-8.09043578734547,-0.9022759368389188,-0.4996268136410862,-0.16678581423973815,-0.9897427770611037,0.6057784234015198,50.34963086736094,6.345780203569003,61.859420911989815,68.20520111555882,55.51364070842081,-1.2732734420437957,32.0,0.21396982636707482,0.4092415013124356,1,0,0.7272727272724628,-0.27272727272753716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2994421587403997,0.9999233329473267,0.49,0.20392568434492261,0.6005725656388281,-1.4738148548053225,0.18636346719233451,0.8136365328076655,-1,0.6272730656153309,1,-1,-1.0,0,0,56.85117643465063,50.70783858482309
2026/03/16 07:40:00,6723.5,6725.0,6723.0,6724.75,205,56.549936439847826,0.48960310611404056,48.42691356952816,0.4979550374533342,2.0,1.25,1.25,0.25,0.5,0.6249999999996875,0.1249999999999375,0.249999999999875,0.8749999999995625,0.249999999999875,0,1,1.0,1,0,0.0001487265290947004,0.0001487154704009393,0.0002231063845610226,-0.00044591431013341065,1.0,1.5,0.25,-0.25,0.5,-0.25,2.0,2.9951211445627894,0.00044538773107740645,0.00017863212635953538,0.0004346941587852967,0.5660166157775876,0.45871559633016995,0,1,1,0,-0.024920582986700746,0.02750902293526694,55.95532678024151,43.0170100761251,25.28359176605061,13.824650057146286,62.068965517237096,55.747126436777755,56.719218509021616,57.31392433583095,53.968099945061475,59.16927445746113,-0.5947058268093315,-5.201174512399653,-0.21825477965145978,1.4938631820003039,-0.19855818783448395,-0.9398251088122649,0.40950004684217983,52.821614198118866,6.242403161331718,60.602115088120286,66.84451824945201,54.35971192678857,-0.7443909321112654,32.0,0.21276355302828567,0.49854442902078683,0,1,0.2500000000008751,0.7499999999991249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18232609277711875,0.9999233329473267,0.49,0.19975057820263514,0.5985678016802638,-0.46303361581833186,0.386266413061858,0.613733586938142,-1,0.227467173876284,1,-1,-1.0,0,0,58.9504479248043,52.960205635678726
2026/03/16 07:45:00,6724.25,6726.5,6723.75,6724.25,402,55.5543585386599,0.4282606259040112,47.34242431980631,0.4379746703550087,2.75,0.0,0.0,2.25,0.5,0.0,0.8181818181815206,0.1818181818181157,0.1818181818181157,0.1818181818181157,0,1,0.0,0,0,-7.435220640172879e-05,-7.435497066404738e-05,0.0001859289007883902,-0.00011152416356874362,-0.5,1.25,-1.5,1.5,-1.25,-1.75,2.75,2.9776124913797335,0.0004428170415109095,0.0002455780874101327,0.0004272112780061775,0.5701272729453443,0.6369426751590882,0,1,1,0,-0.005845724542675179,0.026701329573344753,54.572037203773,42.49011090842929,27.21395238877559,12.912658900107939,58.62068965516837,58.620689655168356,56.242067107855256,57.06466186928022,54.644384990927385,57.90405716142733,-0.8225947614249662,-3.2596721704999467,-0.4771514011663598,0.6762850458659102,-0.2762598436855445,-0.7985968667639158,0.2289256070697531,54.90509734577471,6.195275557595351,59.254683880100025,65.44995943769537,53.05940832250467,-0.7558415493860297,32.0,0.19285407664321993,0.44176958070425737,1,0,0.3636363636362314,-0.6363636363637686,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.025736162593099743,0.9999233329473267,0.49,0.24695417957590418,0.621026708714048,-2.3197445638002874,0.0895008727661138,0.9104991272338862,-1,0.8209982544677724,-1,-1,-1.0,0,0,57.54964969515273,51.59442471239327
2026/03/16 07:50:00,6724.0,6724.75,6723.25,6724.5,303,55.963531297720465,0.45347178401148514,47.84908009165003,0.4659965241405266,1.5,0.5,0.5,0.25,0.75,0.3333333333331111,0.16666666666655555,0.49999999999966666,0.8333333333327777,0.49999999999966666,0,1,1.0,1,0,3.717886753173971e-05,3.717817641477415e-05,0.0001115448968209698,0.00018592198713429653,0.25,0.75,0.75,-0.75,0.5,1.75,1.5,2.872068741995467,0.00042710517391560213,0.0001339740943375472,0.00042664065761331254,0.5570435372182797,0.3506721215662535,0,1,1,0,-0.035445763909782935,0.02755348003655789,55.16880675221057,41.69869413747942,26.198732742236697,13.674454525528116,32.35294117646678,51.01419878295741,56.00356480660088,56.89231140409207,55.06965632509558,56.5898789845709,-0.8887465974911919,-1.5202226594753228,-0.23850230125437832,0.42527133416819396,-0.30944475126782506,-0.48485559268763545,0.14198304029328443,55.824361871540766,6.238123714230904,58.52203963711317,64.76016335134408,52.283915922882265,-0.5375386956902437,16.0,0.18545916816938413,0.46626300649798386,1,0,0.3333333333344446,0.6666666666655554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18974892417798406,0.9999233329473267,0.48,0.2418881378822118,0.6186391899197472,-0.27078559720977124,0.43271424223966976,0.5672857577603303,-1,0.1345715155206605,1,-1,-1.0,0,0,58.04087549420604,52.2967380102151
2026/03/16 07:55:00,6724.5,6727.25,6723.75,6727.25,292,60.21616485322607,0.7154975776815147,52.828348734316634,0.7413873232147676,3.5,2.75,2.75,0.0,0.75,0.7857142857140612,0.0,0.21428571428565305,0.9999999999997142,0.21428571428565305,0,0,1.0,1,0,0.0004089523384638305,0.0004088687402472772,0.00037176103200864397,0.0006321582626802602,2.75,2.5,2.5,-2.5,2.25,1.75,3.5,2.9169209747100764,0.000433597825963072,0.00031253650476759863,0.0004265726561552951,0.5728327309024529,0.8230452674895183,0,1,0,0,0.015616698882857216,0.026446356500240506,61.205882657121315,41.668234380375445,30.07523806055504,12.502460611047237,63.636363636355924,51.53666482266368,57.15963544004986,57.28445424527654,57.600052371519034,56.752994679944265,-0.1248188052266812,0.8470576915747685,1.1560706334489836,2.530396046423455,-0.04279128790557811,0.2824978332955029,0.15635816407587227,56.02634191341791,6.25261688380174,58.99714703085948,65.24976391466122,52.74453014705774,0.3532497940156086,16.0,0.18722833156989244,0.7140448698238975,0,1,5.715428130770306e-13,0.9999999999994285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5496967278932284,0.9999233329473267,0.49,0.2457343584345103,0.6204523634190021,1.5817144758673924,0.82944719254036,0.17055280745963997,1,0.6588943850807201,1,-1,1.0,0,0,64.12280363183139,58.28896168241124
2026/03/16 08:00:00,6727.25,6729.75,6726.75,6729.25,429,62.96198199735833,0.8846809571270756,55.71038995170564,0.9007857591659167,3.0,2.0,2.0,0.5,0.5,0.6666666666664445,0.16666666666661112,0.16666666666661112,0.8333333333330555,0.16666666666661112,0,0,1.0,1,0,0.00029729830168334637,0.0002972541173003322,0.0007435773506339061,0.0008179959100205192,2.0,5.0,-0.75,0.75,-0.75,-3.0,3.0,2.922855190802214,0.0004343508103878164,0.00026777893850981065,0.0004239523940253614,0.5809213007815535,0.7088009450677593,0,1,1,0,0.002034410991448743,0.02617366075736241,64.90712307765855,42.2023983121771,33.97979310759641,11.585857314791593,87.87878787877723,61.289364230533295,58.881299359518465,57.977424139129454,61.5205316115246,57.29830100707068,0.9038752203890112,4.222230604453927,1.7216639194686039,3.9204792400055695,0.3092439280717914,0.894611322169771,0.19155162089960306,56.28487989893826,6.330532815952264,59.92436069603072,66.25489351198298,53.59382788007845,0.787100000346104,16.0,0.19059650272866008,0.9072964568761772,0,1,0.33333333333388904,0.666666666666111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7689601300384994,0.9999233329473267,0.5,0.26105163558694544,0.6276394497883366,2.26905363340659,0.9062814386436208,0.09371856135637924,1,0.8125628772872415,-1,-1,1.0,0,0,67.82997826846076,61.98426788685634
2026/03/16 08:05:00,6729.25,6733.25,6728.0,6731.0,976,65.18152642481422,1.0,57.9048347144139,1.0,5.25,1.75,1.75,2.25,1.25,0.3333333333332698,0.42857142857134695,0.23809523809519273,0.5714285714284626,0.23809523809519273,0,0,1.0,1,0,0.0002600586989633946,0.0002600248895614337,0.0009666146181872559,0.0009294025800214989,1.75,6.5,-0.25,0.25,-0.25,0.5,5.25,3.0890798200306273,0.00045893326697825387,0.0004684478013446416,0.00039401033568715513,0.6214481186402152,1.258238466147092,0,1,0,1,0.05687063449174534,0.028933550810817676,67.80183456839671,43.30922690358726,37.94782834746387,10.179387833208821,79.9999999999929,77.17171717170868,60.86364051704696,58.87055235997193,65.72371622775978,58.585302182950905,1.9930881570750287,7.138414044808876,1.982341157528495,4.203184616235177,0.6452044858635678,0.9805196645360721,0.2171902896337912,56.883667644582566,6.415870205755579,61.0102831476246,67.42615335338017,54.59441294186902,1.0585549898871802,16.0,0.20384061454241273,0.9999999999999584,0,0,0.8571428571430748,0.1428571428569252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8386054541477348,0.9999233329473267,0.5,0.2360289659752625,0.6158707254808466,2.2108431811124905,0.9012190149865593,0.09878098501344068,1,0.8024380299731186,-1,-1,1.0,1,0,70.89091438842735,64.71275474836608
2026/03/16 08:10:00,6731.0,6731.75,6727.0,6727.0,736,56.9478056199409,0.2720502553857085,48.49588629609121,0.2532557467008409,4.75,-4.0,4.0,0.75,0.0,0.8421052631577174,0.15789473684207203,0.0,0.0,0.8421052631577174,0,0,-1.0,0,1,-0.0005942653394740427,-0.0005944419851072778,-3.716228771044605e-05,0.00040896754284869274,-4.0,-0.25,-5.75,5.75,-5.75,-5.5,4.75,3.2077169757427257,0.0004768421251289914,0.0004239124494192281,0.00039517647689463426,0.6531119016509229,1.1501210653750242,0,1,0,0,0.03840533836089799,0.02959925949860028,56.35850508171221,43.78284798978397,33.93402159835736,11.329469432917131,44.44444444444049,70.77441077440353,59.862499309194796,58.64218442558469,62.56536317854719,58.3396872626161,1.2203148836101079,4.225675915931085,-1.0011412078521644,-3.158353049212593,0.3804309709484801,0.8661226141531219,0.010847173384707691,59.25082613474797,6.0946322735237475,59.456922429057414,65.55155470258116,53.362290155533664,-0.5083846257312055,32.0,0.190300515904526,0.5230611186110504,0,0,0.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6786607679521399,0.9999233329473267,0.49,0.18683964797596384,0.5923477259790375,-0.3149050814422638,0.4219179178829681,0.5780820821170318,-1,0.15616416423406376,-1,-1,-1.0,0,0,59.56622205745494,53.15078810596948
2026/03/16 08:15:00,6727.0,6728.75,6723.25,6723.5,1120,50.997863499982536,0.0,43.14797297357239,0.0,5.5,-3.5,3.5,1.75,0.25,0.6363636363635207,0.31818181818176033,0.04545454545453719,0.04545454545453719,0.6818181818180579,0,0,-1.0,0,1,-0.0005202913631633388,-0.0005204267616811197,-0.0008544785823085821,-0.0001487099412595949,-3.5,-5.75,0.5,-0.5,0.5,6.25,5.5,3.371451477475388,0.0005014429207221518,0.000491092299764896,0.00037732293755368554,0.694723488544242,1.3472137170847895,0,1,0,1,0.05104393653518979,0.030170308840194823,48.625200751673475,42.44750343980606,29.979872217935494,17.954168451551233,13.333333333332147,45.92592592592183,57.365321851967835,57.73154954613821,55.84934434457857,57.08484015009886,-0.3662276941703766,-1.2354958055202943,-2.497177457226961,-6.716018833968619,-0.10862612041639311,-0.3508897989319405,-0.3695014810666741,63.046797326348404,5.290440459362663,56.0262691860816,61.31670964544426,50.735828726718935,-1.3989512766009522,32.0,0.18918350393162434,0.200749896086137,0,0,0.0909090909090744,-0.9090909090909256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35775244576743653,0.999309898706868,0.49,0.16929106679160166,0.5838460651704402,-2.0249219563945275,0.11661100841724596,0.8833889915827541,-1,0.766777983165508,1,-1,-1.0,0,0,51.996652229148864,45.253749274198086
2026/03/16 08:20:00,6723.25,6724.5,6721.5,6722.0,848,48.696233909086345,0.0,41.288817575217784,0.0,3.0,-1.25,1.25,1.25,0.5,0.41666666666652774,0.41666666666652774,0.16666666666661112,0.16666666666661112,0.5833333333331389,0,1,-1.0,0,1,-0.00022309808879306114,-0.00022312297887369447,-0.0013370970138166793,-0.000780408041919034,-1.5,-9.0,2.0,-2.0,2.25,1.75,3.0,3.3449192290842893,0.0004976077401196502,0.0002679880474603392,0.00037265979344676696,0.6975253751762021,0.7430340557273702,0,1,1,0,-0.007869681224351055,0.02475042824614881,45.72914689477395,40.520514026762875,28.059270286338567,20.540980746961488,4.255319148935808,20.677698975569466,54.77950519481364,56.64042203237783,48.69536987270582,55.470363957677144,-1.86091683756419,-6.7749940849713255,-2.585816657154197,-7.1539744718727505,-0.5563413374478048,-0.9657827672959846,-0.5793066998471951,64.38934092028825,5.517892475348646,53.38251362319154,58.90040609854019,47.8646211478429,-1.387009036984294,32.0,0.21082157377976987,0.08004720299677788,0,0,0.33333333333322224,-0.6666666666667778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021871049641230877,0.998082507968892,0.49,0.13007013160246028,0.5646707712929473,-2.4537248941199983,0.07916658124558532,0.9208334187544147,-1,0.8416668375088294,1,-1,-1.0,1,0,49.07406612385824,42.38422766568966
